あ,い,う,え,お,か,き,く,け,こ,さ,し,す,せ,そ,た,ち,つ,て,と,な,に,ぬ,ね,の,は,ひ,ふ,へ,ほ,ま,み,む,め,も,や,ゆ,よ,ら,り,る,れ,ろ,わ,ん,が,ぎ,ぐ,げ,ご,ざ,じ,ず,ぜ,ぞ,だ,づ,で,ど,ば,び,ぶ,べ,ぼ,ぱ,ぴ,ぷ,ぺ,ぽ
あーもんど,い（胃）,ういるす,え,お,か,き,く,け,こ,さーかす,し,す,せ,そいね,たーげっと,ち,つあー,て,とい,なーすこーる,に,ぬいいと,ね,のいず,は,ひ,ふぁいあ/ふぁいや/ふぁいやー,へ,ほ,まーち,み,む,め,も,や,ゆ,よあけ,らーど,りあかー,るあー,れあ,ろいやるみるくてぃー,わ,,が,ぎあ,ぐ,げい,ご,ざい,じーんず,ず,ぜい,ぞう,だーつ,づけ,であい,ど,ばー,びーえす,ぶあいそう,べあ,ぼいこっと,ぱー,ぴあす,ぷーあるちゃ,ぺあ,ぽいすて
あい,いいあらそい,ういろう,えあぎたー,おあしす,かーど,きあい,くいいじ,けあな,こあら,さーち,しあい,す,せあかこけぐも,そういれば,たーぼ,ちありーだー,ついか,てあし,といれ,ないか,にいにいぜみ,ぬいぐるみ,ねあがり,のいちご,は／はっぱ,ひあそび,ふぁいと,へあー,ほいーる,まーぼーどうふ,みあい,む,め,もあい,やいば,ゆいごんしょ,よあそび,らーめんや,しょうりきょうしつ,るい,れあちーずけーき,ろうか,わーるど,,がーぜ,ぎしき,ぐあい,げい,ごう,ざいあく,じえいたい,ずいいち,ぜいこみ,ぞう,だい,づら,でぃーぷきす,どあ,ばーがー,びーかー,ぶいやべーす,べいくどちーずけーき,ぼいす,ぱーかー,ぴあにか,ぷーどる,ぺあちけっと,ぽいんと
あいあい,いいつたえ,ういんかー,えあばっぐ,おあずけ,かーなび,きいろ,くいしんぼう,けいえい,こい,さーびす,しあげ,すあな,せあぶら,そうかい,たい,ちい,ついせき,てあて,といれっとぺーぱー,ないしょ,におい,ぬいしろ,ねあげ,のう,はーと,ひいき,ふぁいなる,へああくせさりー,ほいくし,まーぼーなす,みーと,むいか,めあて,もうう,やえば,ゆー,よい,らーゆ,りありてぃ／りありてぃー,るい,れい,ろうか,わーるどかっぷ,,がーでにんぐ,ぎしゅ,ぐあむ,げいじゅつ,ごうい,ざいこ,じぇすちゃー,ずいしょ,ぜいたく,ぞうか,だいあもんど／だいやもんど,,でいさーびす,どあのぶ,ばーちゃる,びーきゅう,ぶーいんぐ,べいぐんきち,ぼいすっちぇんじゃー,ぱーきんぐ,ぴあにすと,ぷーる,ぺありんぐ,ぽえむ
あいさつ,いいなおし,ういんなー,えあめーる,おいうち,かーぺっと,きうい,くいず,けいかい,こい,さい,しいく,すいーつ,せいか,そうがんきょう,たい,ちいき,ついったー,てあらい,とうがらし,ないしょく,にかい,ぬいばり,ねあせ,のう／のうがく,はーもにか,ひーたー,ふぁいる,へあーすたいる,ほいくしょ,まーぼーはるさめ,みーとそーす,むいしき,めい,もうけ,やおや,ゆううつ,よう,らいう,りある,るいーじ,れい,ろうがんきょう,わいしゃつ,,がーど,ぎじゅつ,ぐーぐる,げいじゅつか,ごうかく,ざいこう,じぇっと,ずいずいずっころばし,ぜいにく,ぞうか,だいえっと,,でぃすかうんとすとあ,どいつ,ばーてんだー,びーきゅうぐるめ,ぶーけ,べいこく,ぼいすとれーにんぐ,ぱーく,ぴあにっしも,ぷーるさいど,ぺあるっく,ぽーかー
あいす,いいなり,うーる,えあろびくす,おいかぜ,かい,きおく,くいにげ,けいかく,こいごころ,さいあく,しーそー,すいえい,せいか,そうぎ,たいあたり,ちーず,ついんてーる,てぃーかっぷ,とうき,ないしょばなし,にかいだて,ぬいめ,ねいき,のうか,はい,ひーろー,ふぁすなー,へああれんじ,ほいっする,まーまれーど／ままれーど,みーとぱい,むーす,めいおうせい,もうこうげき,やがい,ゆうえんち,ようい,らいがっき,りあるたいむ,るいけい,れいあうと,ろうご,わいどしょー,,がーねっと,ぎじゅつしゃ,ぐーぐるまっぷ,げーと,ごうけい,ざいこうせい,じぇっとこーすたー,ずうたい,ぜいべつ,ぞうかんごう,だいおう,,でぃすく,どいつご,ばーなー,びーじーえむ,ぶーつ,べいすたーず,ぼいすめも,ぱーせんと,ぴあの,ぷーるばっぐ,ぺいんと,ぽーかーふぇいす
あいず,いいわけ,うーろんちゃ,えい,おいたち,かいいぬ,きかい,くいもの,けいき,こいし,さいかい,しいたけ,すいか,せいかい,そうぐう,たいいく,ちーたー,つー,てぃーしゃつ,とうきゅう,ないぞう,にがおえ,ぬいもの,ねいるあーと,のうかい,はい,ひえしょう,ふぁっくす,へあからー,ほいっぷ,まいく,みーとぼーる,むーど,めいが,もうしこみ,やがいかつどう,ゆうかい,ようか,らいき,りーぐ,るいご,れいかい,ろうじんほーむ,わいぱー,,がーりっく,ぎせい,ぐうすう,げーとぼーる,ごうじょう,ざいしつ,じぇらーと,ずーむ,ぜいむしょ,ぞうき,だいおういか,,でぃずにー,どう,ばーにゃかうだー,びーず,ぶーむ,べいまっくす,ぼいすれこーだー,ぱーそなるこんぴゅーたー,ぴあのきょうしつ,ぷちとまと,ぺーじ,ぽーく
あいすてぃー,いいんかい,うえ,えいが,おいる,かいが,きがえ,くうき,けいけんち,こいぬ,さいがい,しーとべると,すいしゃ,せいかく,そうげい,たいいくずわり,ちーむ,つうがく,てぃーばっく,とうぎゅう,ないたー,にがみ,ぬー,ねいろ,のうきぐ,はいいろ,ひかえしつ,ふぁっしょんもでる,へあすぷれー,ほいるやき,まいこ,みいら,むーどめーかー,めいがら,もうしこみしょ,やかた,ゆうがた,ようが,らいきゃく,りーだー,るいじ,れいがい,ろうそく,わいふ,,がーりっくとーすと,ぎせいしゃ,ぐうたら,げーむ,ごうせい,ざいじゅう,じぇらしー,ずーむ,ぜうす,ぞうきいしょく,だいがく,,でぃずにーらんど,どう,ばーびー,びーすと,ぶか,べーかりー,ぼいらー,ぱーつ,ぴーあーる,ぷっしゅ,ぺーす,ぽーくういんなー
あいすほっけー,いいんちょう,うぇあ,えいかいわ,おいわい,かいがい,きかんしゃ,くうきいれ,けいこ,こいびと,さいきょう,しお,すいす,せいかく,そうげいばす,たいおんけい,ちえ,つーしょっと,ていきゅうび,とうきょう,ないと,にきさく,ぬーど,ねえさま,のうぎょう,はいえな,ひかえめ,ふぁみりー,へあばんど,ほうい,まいご,みうごき,むーびー,めいきゅう,もうじゃ,やかたぶね,ゆーかり,ようかい,らいげつ,りーだーしっぷ,るいじゅうろくせい,れいぎ,ろうどう,わいやー,,がーりっくらいす,ぎそう,ぐざい,げーむおーばー,ごうぞく,ざいす,じかい,ずーむあっぷ,ぜくしぃ,ぞうきばやし,だいがくいも,,でぃすぷれい,どうい,ばーる,びーだま,ぶかつ,べーきんぐぱうだー,ぼいる,ぱーてぃー,ぴーく,ぷでぃんぐ,ぺーすと,ぽーくかれー
あいて,いえ,うえすと,えいがかんとく,おうこく,かいがら,ききて,くうこう,けいご,こいんらんどりー,さいく,しおやき,すいせい,せいかつ,そうこ,たいがー,ちぇあ,つうしんはんばい,ていくあうと,とうきょうたわー,ないふ,にきび,ぬーどる,ねーぶる,のうぐ,はいき,ひがえり,ふぁみりーかー,へあぶらし,ほうい,まいたけ,みうち,むーるがい,めいきょく,もうじゅう,やぎ,ゆうき,ようかいうぉっち,らいしゅう,りーち,るいぼすてぃー,れいぎさほう,ろうどうくみあい,わいやれす,,がーる,ぎそく,ぐず,げーむき,ごうだつ,ざいせい,じかく,ずが,ぜっかい,ぞうきんがけ,だいがくせい,,でぃなー,どうが,ばい,びーち,ぶかっこう,べーぐる,ぼう,ぱーと,ぴーす,ぷらいすれす,ぺーすめーかー,ぽーくそてー
あいであ,いえき,うえはーす,えいきゅうし,おうさま,かいけつ,ききゅう,くうそう,けいこうとう,こいんろっかー,さいご,しおり,すいそ,せいぎ,そうこう,たいかい,ちぇす,つうしんぼ,ていこう,とうげ,ないぶ,にぎり,ぬーぶら,ねーむ,のうげかい,はいきんぐ,ひがえりりょこう,ふぁみりーまーと,へあめいく,ほうか,まいなす,みえ,むーんうぉーく,めいく,もうちょう,やきいも,ゆうぐ,ようがく,らいす,りえき,るー,れいきゃく,ろうどうしゃ,わいろ,,がい,ぎたー,ぐち,げーむせっと,ごうてい,ざいたく,じかせい,ずかい,ぜっきょう,ぞうげ,だいがくのーと,,でぃふぇんす,どうき,ばいく,びーちさんだる,ぶき,べーこんえっぐ,ぼうえい,ぱーとなー,ぴーたーらびっと,ぷらいど,ぺーぱー,ぽーくぴっつ
あいどる,いえで,うぉーきんぐ,えいご,おうじょ,かいこ,きく,くうちゅう,けいこく,こうか,さいこう,しか,すいそう,せいご,そうごう,たいけつ,ちぇっく,つうちひょう,ていさつ,とうげい,ないよう,にぎりこぶし,ぬか,ねおき,のうさいぼう,はいく,ひかく,ふぁんくらぶ,へい,ほうがく,まうす,みえっぱり,むえんばたー,めいくぶらし,もうどく,やきいも,ゆうぐれ,ようがし,らいせ,りか,るーきー,れいきゅうしゃ,ろうどく,わいんぐらす,,がいき,ぎたーけーす,ぐっず,げーむせんたー,ごうとう,ざいたくわーく,じがぞう,ずがいこつ,ぜっく,ぞうご,だいかぞく,,でいりー,どうきゅうせい,ばいたる,びーちぱらそる,ぶきよう,べーこんすらいす,ぼうえんきょう,ぱーふぇくと,ぴーち,ぷらいばしー,ぺーぱーたおる,ぽーず
あうと,いおう,うおざ,えいせい,おうて,かいしゃ,きぐるみ,くうはく,けいさつ,こうきゅう,さいこぱす,しかい,すいっち,せいこう,そうごうかくとうぎ,たいこ,ちぇっくぽいんと,つーりんぐ,ていしゅ,とうけつ,なえ,にぎりずし,ぬかあぶら,ねがい,のうさぎ,はいしゃ,ひかげ,ふあんてい,へい,ほうかご,まうんてんばいく,みおくり,むかい,めいさく,もうはつ,やきがし,ゆうげんがいしゃ,ようき,らいせんす,りかい,るーじゅ,れいしゃぶ,ろうにんぎょう,わうわう,,がいこく,ぎたりすと,ぐっど,げーむめーかー,ごうどう,ざいてく,じかび,ずけい,ぜっけい,ぞうしょく,だいきち,,でいりぐち,どうぐ,ばいと,びーちばれー,ぶさいく,べーこんちーず,ぼうか,ぱーぷる,ぴーちひめ,ぷらいべーと,ぺーぱーてすと,ぽーたぶる
あお,いか,うぉしゅれっと,えいせい,おえかき,かいじゅう,きごう,くうふく,けいさつしょ,こうぐ,さいころ,しかい,すいてき,せいざ,そうさ,たいしぼう,ちえのわ,つーる,ていしゅつ,とうこう,なえぎ,にぎりめし,ぬかどこ,ねがいごと,のうさぎょう,はいすいこう,ひがさ,ふぃーばー,へいあんじだい,ほうがんし,まえおき,みおとし,むかいかぜ,めいし,もうひつ,やぎざ,ゆうこう,ようぎしゃ,らいたー,りかしゃかい,るーず,れいすい,ろうば,わえいじしょ,,がいこくご,ぎちょう,ぐっどたいみんぐ,げお,ごうよく,ざいばつ,じかんぎれ,ずけいもんだい,ぜっこう,ぞうじるし,だいきぼ,,でーと,どうくつ,ばいにく,びーなす,ぶざま,べーこんぶろっく,ぼうがい,ぱーる,ぴーてぃーえー,ぷらいべーとるーむ,ぺーぱーどらいばー,ぽーち
あおおに,いかいよう,うかい,えいぞう,おおあたり,かいじょう,きこり,くーらー,けいさんかーど,こうこう,さいしょ,しがい,すいとう,せいざ,そうざい,たいじゅう,ちぇりー,つうろ,ていしょく,とうこうきょひ,なか,にく,ぬかぶくろ,ねがえり,のうさく,はいすこあ,ひがし,ふぃぎゅあ,へいか,ほうき,まえかがみ,みおぼえ,むかいがわ,めいじ,もうふ,やきざかな,ゆーざー,ようきゅう,らいだー,りきし,るーずそっくす,れいぞう,ろうひ,わおんかーど,,がいこつ,ぎっくりごし,ぐっぴー,げか,ごうりゅう,ざいほう,じかんたい,ずこう,ぜっこうちょう,ぞうすい,だいきゅう,,でおくれ,どうぐばこ,ばいばい,びーばー,ぶし,べーこんれたすばーがー,ぼうかしゃったー,ぱい,ぴーなっつ／ぴーなつ,ぷらかーど,ぺがさす,ぽーる
あおむし,いがく,うき,えいぷりるふーる,おおあめ,かいすい,きじ,くえすちょんまーく,けいさんき,こうこく,さいず,しかく,すいどう,せいさんかっけい,そうさく,たいじゅうけい,ちぇろ,つうわ,てぃっしゅ,とうざい,ながいき,にくきゅう,ぬかみそ,ねがお,のうさくぶつ／のうさくもつ,はいたつ,ひかり,ふぃっしゅばーがー,へいかいしき,ほうこう,まえかけ,みかえり,むかえ,めいしいれ,もえかす,やきそば,ゆうしゃ,ようし,らいち,りきせつ,るーずりーふ,れいぞうこ,ろうふうふ,わかがえり,,がいしゃ,ぎねすきろく,ぐみ,げかい,ごーかーと,ざいむしょう,じかんわり,ずこうしつ,ぜっしょく,ぞうせつこうじ,だいく,,でかせぎ,どうこう,ばいぱす,びーふ,ぶじ,べーしっく,ぼうかんぐ,ぱいおにあ,ぴーなっつばたー／ぴーなつばたー,ぷらぐ,ぺきんだっく,ぽかりすうぇっと
あか,いかさま,うくれれ,えいまきとかげ,おおあれ,かいすいよく,きしゃ,くがつ,けいさんちがい,こうさく,さいせい,しかく,すいはんき,せいし,そうしき,たいしょう,ちぇんじ,つえ,てぃっしゅぺーぱー,とうざいなんぼく,ながいす,にくしみ,ぬかるみ,ねぎ,のうさんぶつ,はいたっち,ひがんばな,ふうしゃ,へいき,ほうこうおんち,まえがみ,みがき,むかし,めいしょ,もえるごみ,やきとり,ゆうしょう,ようじ,らいと,りきゅーる,るーたー,れいだい,ろうや,わかくさものがたり,,がいしゅう,ぎねすぶっく,ぐらいだー,げき,ごーぐる,ざいらい,じきゅう,ずしき,ぜったい,ぞうちく,だいけい,,できあい,どうさ,ばいぶ,びーふかれー,ぶしつ,べーじゅ,ぼうぎょ,ぱいしーと,ぴーらー,ぷらす,ぺけ,ぽけっと
あかおに,いかさまし,うけつけ,えいゆう,おおさか,かいすう,きす,くき,けいさんどりる,こうし,さいせんばこ,しかけ,すいみんぐ,せいし,そうじき,たいじょう,ちか,つかいすて,ていど,とうさく,ながぐつ,にくじゃが,ぬきあし,ねぎとろ,のうしゃ,はいひーる,ひきあげ,ふうしゅう,へいき,ほうこうざい,まえば,みかく,むかしばなし,めいじんげい,もーたー,やきにく,ゆうじょう,ようじ,らいとあっぷ,りきりょう,るーつ,れいだんぼう,ろうりょく,わがし,,がいしゅつ,ぎのう,ぐらうんど,げきじょう,ごーすと,ざいりょう,じきゅうそう,ずじょう,ぜつだい,ぞうとう,だいこうぶつ,,できごころ,どうさつりょく,ばいよう,びーふしちゅー,ぶじょく,べーすぎたー,ぼうきれ,ぱいなっぷる,ぴえろ,ぷらすちっく,ぺだる,ぽけっとさいず
あかしんごう,いかすい,うごき,えいよう,おおぜい,かいせつ,きず,くぎ,けいじ,こうしき,さいだー,しがつ,すいようび,せいじ,そうしゃ,たいせいよう,ちかく,つかいみち,ていねい,とうさつ,なかごろ,にくじゅう,ぬきうちてすと,ねぎま,のうしゅく,はいひんかいしゅう,ひきがえる,ふうすい,へいきんだい,ほうこく,まえぶれ,みかけ,むかで,めいちゅう,もくぎょ,やきのり,ゆうしょうき,ようしきといれ,らいにち,りく,るーと,れいとう,ろーかる,わかぞう,,がいしょく,ぎのうけんてい,ぐらす,げきたい,ごーや,ざいりょく,じきゅうそうたいかい,ずつう,ぜったいあんせい,ぞうに,だいこくばしら,,できごと,どうしつ,ばうんど,びーふじゃーきー,ぶそう,べーすぼーる,ぼうぐ,ぱいぷ,ぴおーね,ぷらすちっくけーす,ぺっと,ぽけっとまねー
あかみ,いかずち,うこっけい,えーあい,おおぞら,かいそう,きずあと,くぎり,けいしき,こうしゃ,さいだい,しかばね,すいり,せいしき,そうじゅう,たいせき,ちかごろ,つかみどり,てーぷ,とうじ,なかじき,にくしょくどうぶつ,ぬきがた,ねぎり,のうじょう,はいぼく,ひきがたり,ふうそく,へいこう,ほうさく,まおう,みかた,むき,めいど,もくげき,やきぶた,ゆうしょく,ようしつ,らいねんど,りくあげ,るーびっくきゅーぶ,れいとうこ,ろーきっく,わかて,,がいちゅう,ぎふ,ぐらたんざら,げきつう,ごーやちゃんぷるー,ざくぎり,じきゅうりょく,ずつうがいらい,ぜったいぜつめい,ぞうへいきょく,だいこんおろし,,できし,どうしゅ,ばか,びーふすてーき,ぶぞく,べじたぶる,ぼうぐらふ,ぱいる,ぴかそ,ぷらずま,ぺっとしーつ,ぽけっともんすたー
あかり,いかすみ,うさぎ,えーがた,おおべや,かいぞう,きずぐち,くく,けいじどうしゃ,こうそく,さいちょう,しき,すうがく,せいしょ,そうしょくどうぶつ,たいそう,ちかしつ,つかれ,てーぶる,とうじょうじんぶつ,ながしだい,にくずれ,ぬぎき,ねぐせ,のうぜい,はいゆう,ひきがね,ふうとう,へいこうしへんけい,ほうしき,まがお,みかづき,むぎ,めいにち,もくざい,やきめし,ゆうせんせき,ようしょう,らいばる,りくえすと,るーぷ,れいのうしゃ,ろーす,わかば,,がいてき,ぎぶあっぷ,ぐらでーしょんからー,げきとつ,ごーる,ざくろ,じく,ずつうやく,ぜっと,ぞうり,だいざ,,できそこない,どうじょう,ばかさわぎ,びーむ,ぶた,べすと,ぼうけんか,ぱいれーつ,ぴくせる,ぷらすまいなす,ぺっとしょっぷ,ぽしぇっと
あきち,いかすみすぱげってぃ,うし,えーびーがた,おか,かいぞく,きずな,くさ,けいじょう,こうそくどうろ,さいてい,しき,すうじ,せいじょう,そうしょく,たいちょう,ちかてつ,つき,てかがみ,とうそう,ながそで,にくたい,ぬきさし,ねくたい,のうち,はえ,ひきこもり,ふうふ,へいさ,ほうじちゃ,まかだみあなっつ／まかでみあなっつ,みがって,むきえび,めいぶつ,もくじ,やきもち,ゆうそう,ようしょく,らいふ,りくじょう,るーぺ,れいふく,ろーず,わがはい,,がいど,ぎぶす,ぐらどる,げきは,ごーるきーぱー,ざこ,じこ,ずつき,ぜっぺき,ぞうりょう,だいし,,できたて,どうしょく,ばかたれ,びーる,ぶたい,べすとあるばむ,ぼうけんしょうせつ,ぱいろっと,ぴくちゃー,ぷらずまてれび,ぺっとふーど,ぽじてぃぶ
あく,いかだ,うしがえる,えがお,おかね,かいだんばなし,きせいちゅう,くさかりき,けいしょく,こうちゃ,さいのう,しき,すーつ,せいせき,そうず,たいつ,ちかみち,つぎ,てがかり,とうぞく,ながたび,にくだんご,ぬぎすて,ねこ,のうてんき,はえたたき,ひきだし,ふうみ,へいし,ほうしゃのう,まかろに,みがわり,むきず,めいぼ,もくせい,やきゅう,ゆうぞら,ようしょく,らいぶ,りくじょうきょうぎ,るーまにあ,れいぼう,ろーすかつ,わかばまーく,,がいとう,ぎむ,ぐらにゅーとう,げげげのきたろう,ごーるど,ざこう,じこく,ずっきーに,ぜつぼう,ぞくしゅつ,だいじ,,できばえ,どうしょくぶつ,ばかもの,びーるこうじょう,ぶたい,べすとあんさー,ぼうこう,ぱうだー,ぴくにっく,ぷらちな,ぺっとほてる,ぽすたー
あくじ,いかふらい,うしろ,えかき,おから,かいちゅうでんとう,きせき,くさかんむり,けいたい／けーたい,こうてい,さいふ,しきい,すーぱー,せいせきひょう,そうせいき,たいど,ちから,つきあい,てがき,とうだい,なかなおり,にくまきおにぎり,ぬきだし,ねこかふぇ,のーと,はか,ひきたてやく,ふえ,へいじつ,ほうすい,まかろにさらだ,みき,むぎちゃ,めいよ,もくてき,やきゅうせんしゅ,ゆーちゅーぶ,ようじんぼう,らいふせーばー,りくじょうじえいたい,るーむ,れいんこーと,ろーすと,わがまま,,がいとうえんぜつ,ぎむきょういく,ぐらびあ,げこう,ごかい,ざこつ,じごく,ずっこけさんにんぐみ,ぜつみょう,ぞくせい,だいしゃ,,できれーす,どうせいあい,ばかんす,びーんず,ぶたいげいこ,べすとせらー,ぼうさい,ぱうだーしゅがー,ぴくるす,ぷらちなかーど,ぺっとぼとる,ぽすと
あくしつ,いかめし,うず,えかきうた,おき,かいてい,きせつ,くさき,けいたいでんわ,こうどう,さいほう,しきじょう,すーぱーまりお,せいそう,そうせつ,たいとる,ちからまかせ,つきあかり,てがた,とうちゃく,なかにわ,にくまれっこ,ぬくもり,ねこかぶり,のうど,はがき,ひきつぎ,ふぇらーり,へいじつやすみ,ほうせき,まき,みぎ,むぎちょこ,めいれい,もくてきち,やぎょう,ゆうちょぎんこう,ようす,らいふる,りくち,るーむさーびす,れいんぼー,ろーすとびーふ,わかめ,,がいどぶっく,ぎめい,ぐらふ,げじげじ,ごかく,ざこね,じこくひょう,ずのう,ぜつめつ,ぞっこう,だいじゃ,,でぐち,どうぞう,ばぎー,びおれ,豚キムチ,べすとたいむ,ぼうし,ぱうち,ぴざ／ぴっつぁ,ぷらっとほーむ,ぺっとぼとるいんりょう,ぽすとかーど
あくしゅ,いかめら,うすがたてれび,えき,おきなわ,かいてんずし,きた,くさだんご,けいと,こうない,さお,しきち,すーぷ,せいちょう,そうせんきょ,たいない,ちきゅう,つきそい,てがみ,とうにゅう,なかば,にくや,ぬけあな,ねごこち,のうみそ,はかせ,ひきでもの,ふぇると,へいせい,ほうそう,まきがい,みぎあし,むぎばたけ,めいろ,もくどく,やく,ゆうどう,ようすいろ,らいむ,りくつ,るーむしぇあ,れいんぼーぶりっじ,ろーすはむ,わかもの,,がいはく,ぎゃく,ぐらふぃっく,げしゃ,ごがつ,ざしき,じこしょうかい,ずぶぬれ,ぜつめつきぐしゅ,ぞろめ,だいしんさい,,でこぼこ,どうそうかい,ばきゅーむ,びか,ぶたごや,べっかく,ぼうし,ぱうんどけーき,ぴざそーす,ぷらねっと,ぺっぱー,ぽたーじゅ
あくせい,いかやき,うすたーそーす,えき,おきば,かいねこ,きたい,くさばな,けいとら,こうにゅう,さか,しきり,すかーふ,せいと,そうぞく,たいぷ,ちきゅうぎ,つぎたし,てがら,とうふ,ながばなし,にくりょうり,ぬけがけ,ねごこち,のうやく,はかた,ひきど,ふぇれっと,へいたい,ほうそく,まきずし,みきさー,むぎめし,めいわく,もくば,やくがら,ゆうとうせい,ようすみ,らいんなっぷ,りくらいにんぐしーと,るーむみらー,れーさー,ろーずまりー,わがものがお,,がいぶ,ぎゃぐ,ぐらむ,げすい,ごかっけい,ざしきわらし,じさく,ずぼし,ぜひ,ぞんび,だいじんぶつ,,でこれーしょんけーき,どうたい,ばく,びがく,ぶたしゃぶ,べっきょ,ぼうしゅうざい,ぱえりあ,ぴざとーすと,ぷらまい,ぺっぱーらんち,ぽちぶくろ
あくとう,いかり,うずら,えきすとら,おきもの,かいばしら,きたかぜ,くさむしり,けいば,こうはく,さかいめ,しぐさ,すかいだいびんぐ,せいとかい,そうち,たいふう,ちぎりえ,つぎはぎ,てがる,とうぼう,なかほど,にぐるま,ぬけがみ,ねこじた,のうりょく,はかたえき,ひきにく,ふぇんしんぐ,へいち,ほうたい,まきば,みぎて,むきりょく,めいわくめーる,もくひょう,やくざいし,ゆうのう,ようせい,らうんじ,りこーだー,るーむらんなー,れーざー,ろーたりー,わがや,,がいや,ぎゃくぎれ,ぐらんどごるふ,げすいどう,ごきぶり,ざせき,じさつ,ずら,ぜぶら,,だいす,,でざーと,どうとく,ばくが,びぎなー,ぶたにく,べっこうあめ,ぼうず,ぱぐ,ぴすたちお,ぷらもでる,ぺてんし,ぽっと
あくび,いかり,うせつ,えきびる,おくがい,かいふく,きたきつね,くさり,けいばじょう,こうび,さかさま,しくみ,すがた,せいとかいちょう,そうちょう,たいへいよう,ちきんなげっと,つきみ,てき,とうるい,なかま,にげあし,ぬけがら,ねこじゃらし,のうりんすいさんしょう,はかま,ひきにげ,ふぇんす,へいねつ,ほうち,まきもの,みきり,むぎわら,めうえ,もぐら,やくしゃ,ゆうひ,ようちゅう,らうんど,りさいくる,るーる,れーざーぷりんたー,ろーど,わかやま,,がいらいご,ぎゃくしゅう,ぐらんどぴあの,げすと,ごくあく,ざせきばんごう,じじい／じい,ずる,ぜぶらがら,,だいず,,でざいなー,どうぶつ,ばくげき,びきに,ぶたばら,べつこうどう,ぼうずあたま,ぱくちー,ぴすとる,ぷりずむ,ぺなるてぃー,ぽっぷ
あくま,いかりんぐ,うそ,えくささいず,おくさま,かいぶつ,きち,くし,けいほう,こうよう,さかな,しけい,すかんく,せいのう,そうてい,たいほ,ちきんらいす,つきみだんご,てきちゅう,とうろく,なかまいり,にげかくれ,ぬけげ,ねこぜ,のぎく,はきけ,ひきぬき,ふぉあぐら,へいほうきろめーとる,ほうちょう,まきゅう,みくろ,むぎわらぼうし,めうつり,もくろみ,やくしょ,ゆうびんうけ,ようつう,らがーびーる,りさいたる,るーれっと,れーしんぐかー,ろーぷ,わからずや,,がうちょぱんつ,ぎゃくそう,ぐらんぷり,げた,ごくらく,ざせきひょう,じしつ,ずるやすみ,ぜみ,,だいだいいろ,,でさき,どうめい,ばくちく,びくとりー,ぶちょう,べっさつ,ぼうすいかこう,ぱくり,ぴたごらす,ぷりぺいどかーど,ぺにす,ぽてと
あくむ,いかんそく,うそつき,えくぼ,おけ,かいもの,きっかけ,くし,けいむしょ,こうら,さかみち,しげき,すぎ,せいばい,そうにゅう,たいほう,ちく,つきゆび,てきとう,とお,なかまはずれ,にげば,ぬけみち,ねこだまし,のきさき,はきもの,ひきょうもの,ふか,へいめんず,ほうび,まぐかっぷ,みけねこ,むくち,めーかー,もけい,やくしょく,ゆうびんきって,ようび,らくがき,りす,るす,れーす,ろーぷうえー,わかれ,,がか,ぎゃくたい,ぐりーんしゃ,げたばこ,ごご,ざせつ,じじつ,ずれ,ぜりー,,だいだげき,,でし,どうめだる,ばくてりあ,びけい,ぶっかけそば,べっしつ,ぼうそう,ぱけっと,ぴっきんぐ,ぷりんあらもーど,ぺぱーみんと,ぽてとさらだ
